task_id,operator_id,expected_time,simulated_time,expected_quality
task278_scenario1_340,cn01,8,7,70
task279_scenario4_341,cn01,9,11,30
task280_scenario1_342,cn01,8,8,70
task281_scenario1_343,cn01,8,8,70
task282_scenario2_344,cn01,6,6,60
task283_scenario2_345,cn01,6,6,60
task284_scenario2_346,cn01,6,6,60
task285_scenario3_347,cn01,6,8,20
task286_scenario4_349,cn01,9,8,30
task287_scenario4_351,cn01,9,9,30
task288_scenario1_352,cn01,8,7,70
task289_scenario1_353,cn01,8,8,70
task290_scenario2_354,cn01,6,6,60
task291_scenario3_356,cn01,6,5,20
task292_scenario1_357,cn01,8,7,70
task293_scenario4_359,cn01,9,8,30
task0_scenario2_1,cn02,3,4,60
task1_scenario1_2,cn02,11,13,70
task2_scenario1_3,cn02,11,10,70
task3_scenario1_6,cn02,11,11,70
task4_scenario2_10,cn02,3,3,60
task5_scenario2_11,cn02,3,3,60
task6_scenario1_13,cn02,11,11,70
task7_scenario1_14,cn02,11,11,70
task8_scenario1_15,cn02,11,11,70
task9_scenario1_16,cn02,11,12,70
task10_scenario4_17,cn02,6,6,30
task11_scenario2_18,cn02,3,3,60
task12_scenario1_19,cn02,11,10,70
task13_scenario1_20,cn02,11,10,70
task14_scenario2_24,cn02,3,4,60
task15_scenario2_25,cn02,3,3,60
task16_scenario2_26,cn02,3,2,60
task17_scenario1_30,cn02,11,12,70
task18_scenario2_31,cn02,3,3,60
task19_scenario2_32,cn02,3,4,60
task20_scenario1_33,cn02,11,11,70
task21_scenario1_35,cn02,11,9,70
task22_scenario2_36,cn02,3,3,60
task23_scenario2_37,cn02,3,4,60
task24_scenario2_40,cn02,3,2,60
task25_scenario2_41,cn02,3,2,60
task26_scenario1_43,cn02,11,12,70
task27_scenario1_44,cn02,11,10,70
task28_scenario1_45,cn02,11,12,70
task29_scenario1_46,cn02,11,11,70
task30_scenario1_48,cn02,11,12,70
task31_scenario2_50,cn02,3,3,60
task32_scenario1_51,cn02,11,10,70
task33_scenario1_52,cn02,11,11,70
task34_scenario1_54,cn02,11,10,70
task35_scenario1_55,cn02,11,12,70
task36_scenario1_56,cn02,11,11,70
task37_scenario2_57,cn02,3,4,60
task38_scenario2_58,cn02,3,4,60
task39_scenario3_59,cn02,9,9,20
task40_scenario1_60,cn02,11,11,70
task41_scenario1_61,cn02,11,11,70
task42_scenario1_62,cn02,11,10,70
task43_scenario1_63,cn02,11,11,70
task44_scenario1_64,cn02,11,11,70
task45_scenario2_66,cn02,3,3,60
task46_scenario2_67,cn02,3,3,60
task47_scenario4_68,cn02,6,9,30
task48_scenario2_69,cn02,3,3,60
task49_scenario2_70,cn02,3,3,60
task50_scenario1_71,cn02,11,13,70
task51_scenario2_72,cn02,3,2,60
task52_scenario1_73,cn02,11,12,70
task53_scenario1_74,cn02,11,10,70
task54_scenario1_75,cn02,11,12,70
task55_scenario1_76,cn02,11,11,70
task56_scenario1_77,cn02,11,11,70
task57_scenario1_79,cn02,11,11,70
task58_scenario1_80,cn02,11,9,70
task59_scenario1_82,cn02,11,10,70
task60_scenario1_83,cn02,11,10,70
task61_scenario2_84,cn02,3,3,60
task62_scenario1_86,cn02,11,10,70
task63_scenario2_87,cn02,3,3,60
task64_scenario1_89,cn02,11,11,70
task65_scenario1_90,cn02,11,10,70
task66_scenario1_91,cn02,11,13,70
task67_scenario2_92,cn02,3,4,60
task68_scenario1_93,cn02,11,12,70
task69_scenario2_94,cn02,3,2,60
task70_scenario1_95,cn02,11,12,70
task71_scenario2_96,cn02,3,4,60
task72_scenario2_97,cn02,3,1,60
task73_scenario1_98,cn02,11,10,70
task74_scenario1_101,cn02,11,12,70
task75_scenario1_102,cn02,11,11,70
task76_scenario2_104,cn02,3,3,60
task77_scenario1_105,cn02,11,13,70
task78_scenario1_106,cn02,11,11,70
task79_scenario2_108,cn02,3,4,60
task80_scenario1_110,cn02,11,11,70
task81_scenario3_111,cn02,9,11,20
task82_scenario1_112,cn02,11,12,70
task83_scenario2_113,cn02,3,2,60
task84_scenario1_115,cn02,11,11,70
task85_scenario2_116,cn02,3,2,60
task86_scenario1_117,cn02,11,12,70
task87_scenario1_118,cn02,11,11,70
task88_scenario3_119,cn02,9,7,20
task89_scenario4_120,cn02,6,7,30
task90_scenario2_121,cn02,3,3,60
task91_scenario4_122,cn02,6,6,30
task92_scenario1_123,cn02,11,12,70
task93_scenario1_124,cn02,11,10,70
task94_scenario1_125,cn02,11,11,70
task95_scenario2_127,cn02,3,2,60
task96_scenario2_128,cn02,3,4,60
task97_scenario1_132,cn02,11,13,70
task98_scenario1_134,cn02,11,10,70
task99_scenario2_136,cn02,3,3,60
task100_scenario2_137,cn02,3,5,60
task101_scenario3_138,cn02,9,10,20
task102_scenario2_139,cn02,3,3,60
task103_scenario2_140,cn02,3,4,60
task104_scenario2_141,cn02,3,5,60
task105_scenario4_142,cn02,6,5,30
task106_scenario2_143,cn02,3,4,60
task107_scenario1_144,cn02,11,12,70
task108_scenario4_145,cn02,6,7,30
task109_scenario1_147,cn02,11,12,70
task110_scenario2_149,cn02,3,2,60
task111_scenario4_150,cn02,6,5,30
task112_scenario1_151,cn02,11,13,70
task113_scenario2_152,cn02,3,4,60
task114_scenario1_153,cn02,11,10,70
task115_scenario2_154,cn02,3,2,60
task116_scenario1_155,cn02,11,11,70
task117_scenario2_156,cn02,3,1,60
task118_scenario1_157,cn02,11,11,70
task119_scenario1_158,cn02,11,11,70
task120_scenario3_159,cn02,9,8,20
task121_scenario1_161,cn02,11,11,70
task122_scenario1_162,cn02,11,10,70
task123_scenario3_163,cn02,9,8,20
task124_scenario1_164,cn02,11,11,70
task125_scenario4_165,cn02,6,6,30
task126_scenario2_167,cn02,3,3,60
task127_scenario1_168,cn02,11,11,70
task128_scenario2_170,cn02,3,2,60
task129_scenario1_172,cn02,11,11,70
task130_scenario2_173,cn02,3,5,60
task131_scenario2_175,cn02,3,3,60
task132_scenario4_176,cn02,6,6,30
task133_scenario2_180,cn02,3,2,60
task134_scenario2_181,cn02,3,4,60
task135_scenario2_182,cn02,3,3,60
task136_scenario2_183,cn02,3,2,60
task137_scenario3_184,cn02,9,10,20
task138_scenario2_185,cn02,3,3,60
task139_scenario1_186,cn02,11,11,70
task140_scenario2_187,cn02,3,3,60
task141_scenario2_188,cn02,3,7,60
task142_scenario1_189,cn02,11,11,70
task143_scenario2_190,cn02,3,3,60
task144_scenario1_191,cn02,11,12,70
task145_scenario2_192,cn02,3,2,60
task146_scenario2_193,cn02,3,3,60
task147_scenario4_194,cn02,6,4,30
task148_scenario2_195,cn02,3,4,60
task149_scenario1_196,cn02,11,12,70
task150_scenario2_197,cn02,3,3,60
task151_scenario1_198,cn02,11,11,70
task152_scenario2_199,cn02,3,3,60
task153_scenario1_200,cn02,11,9,70
task154_scenario1_201,cn02,11,11,70
task155_scenario2_202,cn02,3,2,60
task156_scenario2_203,cn02,3,3,60
task157_scenario1_204,cn02,11,11,70
task158_scenario1_205,cn02,11,12,70
task159_scenario1_206,cn02,11,11,70
task160_scenario2_207,cn02,3,3,60
task161_scenario1_208,cn02,11,11,70
task162_scenario2_209,cn02,3,3,60
task163_scenario1_210,cn02,11,10,70
task164_scenario1_211,cn02,11,11,70
task165_scenario2_212,cn02,3,3,60
task166_scenario2_213,cn02,3,6,60
task167_scenario1_214,cn02,11,10,70
task168_scenario2_215,cn02,3,2,60
task169_scenario2_216,cn02,3,4,60
task170_scenario2_217,cn02,3,2,60
task171_scenario1_218,cn02,11,11,70
task172_scenario2_219,cn02,3,3,60
task173_scenario3_220,cn02,9,9,20
task174_scenario2_221,cn02,3,4,60
task175_scenario1_222,cn02,11,9,70
task176_scenario1_223,cn02,11,11,70
task177_scenario4_224,cn02,6,5,30
task178_scenario2_225,cn02,3,3,60
task179_scenario3_226,cn02,9,7,20
task180_scenario1_227,cn02,11,10,70
task181_scenario1_228,cn02,11,10,70
task182_scenario1_229,cn02,11,11,70
task183_scenario2_230,cn02,3,4,60
task184_scenario1_231,cn02,11,11,70
task185_scenario1_232,cn02,11,11,70
task186_scenario1_233,cn02,11,12,70
task187_scenario1_234,cn02,11,12,70
task188_scenario1_235,cn02,11,10,70
task189_scenario2_236,cn02,3,3,60
task190_scenario4_237,cn02,6,6,30
task191_scenario2_238,cn02,3,3,60
task192_scenario2_239,cn02,3,2,60
task193_scenario1_240,cn02,11,10,70
task194_scenario1_241,cn02,11,12,70
task195_scenario2_242,cn02,3,2,60
task196_scenario4_243,cn02,6,7,30
task197_scenario4_244,cn02,6,7,30
task198_scenario4_245,cn02,6,5,30
task199_scenario2_246,cn02,3,3,60
task200_scenario2_247,cn02,3,3,60
task201_scenario2_248,cn02,3,3,60
task202_scenario2_249,cn02,3,5,60
task203_scenario2_250,cn02,3,2,60
task204_scenario2_251,cn02,3,3,60
task205_scenario1_252,cn02,11,9,70
task206_scenario1_253,cn02,11,12,70
task207_scenario2_254,cn02,3,3,60
task208_scenario1_255,cn02,11,10,70
task209_scenario2_256,cn02,3,4,60
task210_scenario4_257,cn02,6,6,30
task211_scenario1_258,cn02,11,13,70
task212_scenario2_259,cn02,3,4,60
task213_scenario1_260,cn02,11,12,70
task214_scenario1_261,cn02,11,10,70
task215_scenario1_262,cn02,11,11,70
task216_scenario2_263,cn02,3,2,60
task217_scenario1_264,cn02,11,10,70
task218_scenario1_265,cn02,11,10,70
task219_scenario2_266,cn02,3,2,60
task220_scenario2_267,cn02,3,3,60
task221_scenario2_268,cn02,3,4,60
task222_scenario2_269,cn02,3,3,60
task223_scenario2_271,cn02,3,2,60
task224_scenario1_273,cn02,11,12,70
task225_scenario1_274,cn02,11,12,70
task226_scenario1_275,cn02,11,11,70
task227_scenario4_276,cn02,6,5,30
task228_scenario2_278,cn02,3,4,60
task229_scenario1_279,cn02,11,10,70
task230_scenario3_282,cn02,9,10,20
task231_scenario1_283,cn02,11,11,70
task232_scenario1_284,cn02,11,11,70
task233_scenario4_285,cn02,6,8,30
task234_scenario2_286,cn02,3,3,60
task235_scenario1_287,cn02,11,11,70
task236_scenario3_290,cn02,9,9,20
task237_scenario2_291,cn02,3,4,60
task238_scenario1_292,cn02,11,12,70
task239_scenario1_293,cn02,11,9,70
task240_scenario1_294,cn02,11,11,70
task241_scenario1_295,cn02,11,12,70
task242_scenario1_297,cn02,11,11,70
task243_scenario4_299,cn02,6,6,30
task244_scenario1_300,cn02,11,9,70
task245_scenario4_301,cn02,6,7,30
task246_scenario1_303,cn02,11,11,70
task247_scenario1_304,cn02,11,13,70
task248_scenario4_305,cn02,6,6,30
task249_scenario1_306,cn02,11,10,70
task250_scenario4_307,cn02,6,7,30
task251_scenario1_308,cn02,11,11,70
task252_scenario1_310,cn02,11,12,70
task253_scenario1_311,cn02,11,10,70
task254_scenario2_313,cn02,3,2,60
task255_scenario2_314,cn02,3,2,60
task256_scenario1_315,cn02,11,12,70
task257_scenario2_316,cn02,3,3,60
task258_scenario1_317,cn02,11,10,70
task259_scenario3_318,cn02,9,10,20
task260_scenario2_319,cn02,3,3,60
task261_scenario1_320,cn02,11,11,70
task262_scenario2_322,cn02,3,3,60
task263_scenario1_323,cn02,11,9,70
task264_scenario2_324,cn02,3,3,60
task265_scenario1_325,cn02,11,10,70
task266_scenario1_326,cn02,11,12,70
task267_scenario2_328,cn02,3,1,60
task268_scenario2_329,cn02,3,4,60
task269_scenario1_330,cn02,11,12,70
task270_scenario2_331,cn02,3,3,60
task271_scenario1_332,cn02,11,11,70
task272_scenario2_334,cn02,3,4,60
task273_scenario1_335,cn02,11,10,70
task274_scenario2_336,cn02,3,3,60
task275_scenario4_337,cn02,6,5,30
task276_scenario2_338,cn02,3,3,60
task277_scenario2_339,cn02,3,2,60
task278_scenario1_340,cn02,11,12,70
task279_scenario4_341,cn02,6,5,30
task280_scenario1_342,cn02,11,11,70
task281_scenario1_343,cn02,11,13,70
task282_scenario2_344,cn02,3,5,60
task283_scenario2_345,cn02,3,4,60
task284_scenario2_346,cn02,3,6,60
task285_scenario3_347,cn02,9,7,20
task286_scenario4_349,cn02,6,5,30
task287_scenario4_351,cn02,6,6,30
task288_scenario1_352,cn02,11,12,70
task289_scenario1_353,cn02,11,14,70
task290_scenario2_354,cn02,3,2,60
task291_scenario3_356,cn02,9,9,20
task292_scenario1_357,cn02,11,13,70
task293_scenario4_359,cn02,6,5,30
task0_scenario2_1,cn13,3,2,60
task1_scenario1_2,cn13,18,16,70
task2_scenario1_3,cn13,18,18,70
task3_scenario1_6,cn13,18,19,70
task4_scenario2_10,cn13,3,3,60
task5_scenario2_11,cn13,3,4,60
task6_scenario1_13,cn13,18,19,70
task7_scenario1_14,cn13,18,19,70
task8_scenario1_15,cn13,18,18,70
task9_scenario1_16,cn13,18,21,70
task10_scenario4_17,cn13,4,2,30
task11_scenario2_18,cn13,3,2,60
task12_scenario1_19,cn13,18,18,70
task13_scenario1_20,cn13,18,19,70
task14_scenario2_24,cn13,3,4,60
task15_scenario2_25,cn13,3,5,60
task16_scenario2_26,cn13,3,4,60
task17_scenario1_30,cn13,18,19,70
task18_scenario2_31,cn13,3,4,60
task19_scenario2_32,cn13,3,4,60
task20_scenario1_33,cn13,18,18,70
task21_scenario1_35,cn13,18,19,70
task22_scenario2_36,cn13,3,1,60
task23_scenario2_37,cn13,3,3,60
task24_scenario2_40,cn13,3,2,60
task25_scenario2_41,cn13,3,2,60
task26_scenario1_43,cn13,18,17,70
task27_scenario1_44,cn13,18,19,70
task28_scenario1_45,cn13,18,18,70
task29_scenario1_46,cn13,18,15,70
task30_scenario1_48,cn13,18,18,70
task31_scenario2_50,cn13,3,2,60
task32_scenario1_51,cn13,18,18,70
task33_scenario1_52,cn13,18,17,70
task34_scenario1_54,cn13,18,17,70
task35_scenario1_55,cn13,18,19,70
task36_scenario1_56,cn13,18,18,70
task37_scenario2_57,cn13,3,2,60
task38_scenario2_58,cn13,3,4,60
task39_scenario3_59,cn13,3,3,20
task40_scenario1_60,cn13,18,18,70
task41_scenario1_61,cn13,18,18,70
task42_scenario1_62,cn13,18,18,70
task43_scenario1_63,cn13,18,19,70
task44_scenario1_64,cn13,18,17,70
task45_scenario2_66,cn13,3,3,60
task46_scenario2_67,cn13,3,4,60
task47_scenario4_68,cn13,4,5,30
task48_scenario2_69,cn13,3,3,60
task49_scenario2_70,cn13,3,2,60
task50_scenario1_71,cn13,18,18,70
task51_scenario2_72,cn13,3,1,60
task52_scenario1_73,cn13,18,19,70
task53_scenario1_74,cn13,18,19,70
task54_scenario1_75,cn13,18,18,70
task55_scenario1_76,cn13,18,20,70
task56_scenario1_77,cn13,18,16,70
task57_scenario1_79,cn13,18,20,70
task58_scenario1_80,cn13,18,19,70
task59_scenario1_82,cn13,18,20,70
task60_scenario1_83,cn13,18,17,70
task61_scenario2_84,cn13,3,2,60
task62_scenario1_86,cn13,18,18,70
task63_scenario2_87,cn13,3,2,60
task64_scenario1_89,cn13,18,18,70
task65_scenario1_90,cn13,18,19,70
task66_scenario1_91,cn13,18,17,70
task67_scenario2_92,cn13,3,1,60
task68_scenario1_93,cn13,18,19,70
task69_scenario2_94,cn13,3,3,60
task70_scenario1_95,cn13,18,18,70
task71_scenario2_96,cn13,3,3,60
task72_scenario2_97,cn13,3,4,60
task73_scenario1_98,cn13,18,19,70
task74_scenario1_101,cn13,18,18,70
task75_scenario1_102,cn13,18,18,70
task76_scenario2_104,cn13,3,3,60
task77_scenario1_105,cn13,18,17,70
task78_scenario1_106,cn13,18,16,70
task79_scenario2_108,cn13,3,3,60
task80_scenario1_110,cn13,18,18,70
task81_scenario3_111,cn13,3,3,20
task82_scenario1_112,cn13,18,20,70
task83_scenario2_113,cn13,3,3,60
task84_scenario1_115,cn13,18,18,70
task85_scenario2_116,cn13,3,3,60
task86_scenario1_117,cn13,18,18,70
task87_scenario1_118,cn13,18,17,70
task88_scenario3_119,cn13,3,3,20
task89_scenario4_120,cn13,4,4,30
task90_scenario2_121,cn13,3,2,60
task91_scenario4_122,cn13,4,5,30
task92_scenario1_123,cn13,18,18,70
task93_scenario1_124,cn13,18,18,70
task94_scenario1_125,cn13,18,18,70
task95_scenario2_127,cn13,3,3,60
task96_scenario2_128,cn13,3,2,60
task97_scenario1_132,cn13,18,18,70
task98_scenario1_134,cn13,18,19,70
task99_scenario2_136,cn13,3,4,60
task100_scenario2_137,cn13,3,3,60
task101_scenario3_138,cn13,3,3,20
task102_scenario2_139,cn13,3,3,60
task103_scenario2_140,cn13,3,3,60
task104_scenario2_141,cn13,3,4,60
task105_scenario4_142,cn13,4,2,30
task106_scenario2_143,cn13,3,3,60
task107_scenario1_144,cn13,18,18,70
task108_scenario4_145,cn13,4,5,30
task109_scenario1_147,cn13,18,19,70
task110_scenario2_149,cn13,3,5,60
task111_scenario4_150,cn13,4,5,30
task112_scenario1_151,cn13,18,18,70
task113_scenario2_152,cn13,3,5,60
task114_scenario1_153,cn13,18,20,70
task115_scenario2_154,cn13,3,3,60
task116_scenario1_155,cn13,18,19,70
task117_scenario2_156,cn13,3,4,60
task118_scenario1_157,cn13,18,19,70
task119_scenario1_158,cn13,18,20,70
task120_scenario3_159,cn13,3,3,20
task121_scenario1_161,cn13,18,18,70
task122_scenario1_162,cn13,18,18,70
task123_scenario3_163,cn13,3,3,20
task124_scenario1_164,cn13,18,19,70
task125_scenario4_165,cn13,4,7,30
task126_scenario2_167,cn13,3,2,60
task127_scenario1_168,cn13,18,18,70
task128_scenario2_170,cn13,3,2,60
task129_scenario1_172,cn13,18,17,70
task130_scenario2_173,cn13,3,4,60
task131_scenario2_175,cn13,3,2,60
task132_scenario4_176,cn13,4,4,30
task133_scenario2_180,cn13,3,3,60
task134_scenario2_181,cn13,3,5,60
task135_scenario2_182,cn13,3,4,60
task136_scenario2_183,cn13,3,3,60
task137_scenario3_184,cn13,3,4,20
task138_scenario2_185,cn13,3,3,60
task139_scenario1_186,cn13,18,18,70
task140_scenario2_187,cn13,3,4,60
task141_scenario2_188,cn13,3,2,60
task142_scenario1_189,cn13,18,18,70
task143_scenario2_190,cn13,3,2,60
task144_scenario1_191,cn13,18,18,70
task145_scenario2_192,cn13,3,1,60
task146_scenario2_193,cn13,3,4,60
task147_scenario4_194,cn13,4,3,30
task148_scenario2_195,cn13,3,2,60
task149_scenario1_196,cn13,18,18,70
task150_scenario2_197,cn13,3,4,60
task151_scenario1_198,cn13,18,18,70
task152_scenario2_199,cn13,3,3,60
task153_scenario1_200,cn13,18,20,70
task154_scenario1_201,cn13,18,18,70
task155_scenario2_202,cn13,3,3,60
task156_scenario2_203,cn13,3,1,60
task157_scenario1_204,cn13,18,18,70
task158_scenario1_205,cn13,18,18,70
task159_scenario1_206,cn13,18,19,70
task160_scenario2_207,cn13,3,3,60
task161_scenario1_208,cn13,18,19,70
task162_scenario2_209,cn13,3,3,60
task163_scenario1_210,cn13,18,20,70
task164_scenario1_211,cn13,18,18,70
task165_scenario2_212,cn13,3,3,60
task166_scenario2_213,cn13,3,4,60
task167_scenario1_214,cn13,18,16,70
task168_scenario2_215,cn13,3,1,60
task169_scenario2_216,cn13,3,4,60
task170_scenario2_217,cn13,3,3,60
task171_scenario1_218,cn13,18,21,70
task172_scenario2_219,cn13,3,3,60
task173_scenario3_220,cn13,3,3,20
task174_scenario2_221,cn13,3,2,60
task175_scenario1_222,cn13,18,19,70
task176_scenario1_223,cn13,18,17,70
task177_scenario4_224,cn13,4,4,30
task178_scenario2_225,cn13,3,4,60
task179_scenario3_226,cn13,3,2,20
task180_scenario1_227,cn13,18,19,70
task181_scenario1_228,cn13,18,18,70
task182_scenario1_229,cn13,18,17,70
task183_scenario2_230,cn13,3,3,60
task184_scenario1_231,cn13,18,19,70
task185_scenario1_232,cn13,18,18,70
task186_scenario1_233,cn13,18,18,70
task187_scenario1_234,cn13,18,19,70
task188_scenario1_235,cn13,18,17,70
task189_scenario2_236,cn13,3,3,60
task190_scenario4_237,cn13,4,3,30
task191_scenario2_238,cn13,3,4,60
task192_scenario2_239,cn13,3,4,60
task193_scenario1_240,cn13,18,19,70
task194_scenario1_241,cn13,18,21,70
task195_scenario2_242,cn13,3,3,60
task196_scenario4_243,cn13,4,4,30
task197_scenario4_244,cn13,4,4,30
task198_scenario4_245,cn13,4,4,30
task199_scenario2_246,cn13,3,3,60
task200_scenario2_247,cn13,3,4,60
task201_scenario2_248,cn13,3,4,60
task202_scenario2_249,cn13,3,2,60
task203_scenario2_250,cn13,3,4,60
task204_scenario2_251,cn13,3,2,60
task205_scenario1_252,cn13,18,19,70
task206_scenario1_253,cn13,18,18,70
task207_scenario2_254,cn13,3,3,60
task208_scenario1_255,cn13,18,19,70
task209_scenario2_256,cn13,3,2,60
task210_scenario4_257,cn13,4,2,30
task211_scenario1_258,cn13,18,18,70
task212_scenario2_259,cn13,3,3,60
task213_scenario1_260,cn13,18,21,70
task214_scenario1_261,cn13,18,18,70
task215_scenario1_262,cn13,18,18,70
task216_scenario2_263,cn13,3,4,60
task217_scenario1_264,cn13,18,17,70
task218_scenario1_265,cn13,18,18,70
task219_scenario2_266,cn13,3,4,60
task220_scenario2_267,cn13,3,1,60
task221_scenario2_268,cn13,3,4,60
task222_scenario2_269,cn13,3,2,60
task223_scenario2_271,cn13,3,5,60
task224_scenario1_273,cn13,18,19,70
task225_scenario1_274,cn13,18,20,70
task226_scenario1_275,cn13,18,18,70
task227_scenario4_276,cn13,4,2,30
task228_scenario2_278,cn13,3,2,60
task229_scenario1_279,cn13,18,20,70
task230_scenario3_282,cn13,3,1,20
task231_scenario1_283,cn13,18,17,70
task232_scenario1_284,cn13,18,18,70
task233_scenario4_285,cn13,4,5,30
task234_scenario2_286,cn13,3,2,60
task235_scenario1_287,cn13,18,18,70
task236_scenario3_290,cn13,3,2,20
task237_scenario2_291,cn13,3,2,60
task238_scenario1_292,cn13,18,17,70
task239_scenario1_293,cn13,18,17,70
task240_scenario1_294,cn13,18,18,70
task241_scenario1_295,cn13,18,19,70
task242_scenario1_297,cn13,18,18,70
task243_scenario4_299,cn13,4,3,30
task244_scenario1_300,cn13,18,18,70
task245_scenario4_301,cn13,4,3,30
task246_scenario1_303,cn13,18,16,70
task247_scenario1_304,cn13,18,20,70
task248_scenario4_305,cn13,4,2,30
task249_scenario1_306,cn13,18,19,70
task250_scenario4_307,cn13,4,4,30
task251_scenario1_308,cn13,18,18,70
task252_scenario1_310,cn13,18,17,70
task253_scenario1_311,cn13,18,16,70
task254_scenario2_313,cn13,3,3,60
task255_scenario2_314,cn13,3,2,60
task256_scenario1_315,cn13,18,17,70
task257_scenario2_316,cn13,3,4,60
task258_scenario1_317,cn13,18,19,70
task259_scenario3_318,cn13,3,3,20
task260_scenario2_319,cn13,3,3,60
task261_scenario1_320,cn13,18,20,70
task262_scenario2_322,cn13,3,2,60
task263_scenario1_323,cn13,18,18,70
task264_scenario2_324,cn13,3,4,60
task265_scenario1_325,cn13,18,19,70
task266_scenario1_326,cn13,18,19,70
task267_scenario2_328,cn13,3,4,60
task268_scenario2_329,cn13,3,1,60
task269_scenario1_330,cn13,18,18,70
task270_scenario2_331,cn13,3,3,60
task271_scenario1_332,cn13,18,18,70
task272_scenario2_334,cn13,3,4,60
task273_scenario1_335,cn13,18,18,70
task274_scenario2_336,cn13,3,3,60
task275_scenario4_337,cn13,4,3,30
task276_scenario2_338,cn13,3,3,60
task277_scenario2_339,cn13,3,2,60
task278_scenario1_340,cn13,18,17,70
task279_scenario4_341,cn13,4,4,30
task280_scenario1_342,cn13,18,19,70
task281_scenario1_343,cn13,18,19,70
task282_scenario2_344,cn13,3,3,60
task283_scenario2_345,cn13,3,3,60
task284_scenario2_346,cn13,3,3,60
task285_scenario3_347,cn13,3,4,20
task286_scenario4_349,cn13,4,4,30
task287_scenario4_351,cn13,4,3,30
task288_scenario1_352,cn13,18,18,70
task289_scenario1_353,cn13,18,20,70
task290_scenario2_354,cn13,3,3,60
task291_scenario3_356,cn13,3,2,20
task292_scenario1_357,cn13,18,17,70
task293_scenario4_359,cn13,4,5,30
task0_scenario2_1,in11,4,3,60
task1_scenario1_2,in11,15,13,70
task2_scenario1_3,in11,15,14,70
task3_scenario1_6,in11,15,15,70
task4_scenario2_10,in11,4,4,60
task5_scenario2_11,in11,4,4,60
task6_scenario1_13,in11,15,15,70
task7_scenario1_14,in11,15,13,70
task8_scenario1_15,in11,15,14,70
task9_scenario1_16,in11,15,16,70
task10_scenario4_17,in11,5,5,30
task11_scenario2_18,in11,4,6,60
task12_scenario1_19,in11,15,14,70
task13_scenario1_20,in11,15,16,70
task14_scenario2_24,in11,4,2,60
task15_scenario2_25,in11,4,5,60
task16_scenario2_26,in11,4,2,60
task17_scenario1_30,in11,15,14,70
task18_scenario2_31,in11,4,4,60
task19_scenario2_32,in11,4,2,60
task20_scenario1_33,in11,15,15,70
task21_scenario1_35,in11,15,14,70
task22_scenario2_36,in11,4,3,60
task23_scenario2_37,in11,4,4,60
task24_scenario2_40,in11,4,4,60
task25_scenario2_41,in11,4,3,60
task26_scenario1_43,in11,15,15,70
task27_scenario1_44,in11,15,13,70
task28_scenario1_45,in11,15,16,70
task29_scenario1_46,in11,15,14,70
task30_scenario1_48,in11,15,15,70
task31_scenario2_50,in11,4,5,60
task32_scenario1_51,in11,15,13,70
task33_scenario1_52,in11,15,15,70
task34_scenario1_54,in11,15,17,70
task35_scenario1_55,in11,15,13,70
task36_scenario1_56,in11,15,14,70
task37_scenario2_57,in11,4,3,60
task38_scenario2_58,in11,4,5,60
task39_scenario3_59,in11,3,3,20
task40_scenario1_60,in11,15,14,70
task41_scenario1_61,in11,15,15,70
task42_scenario1_62,in11,15,14,70
task43_scenario1_63,in11,15,14,70
task44_scenario1_64,in11,15,15,70
task45_scenario2_66,in11,4,4,60
task46_scenario2_67,in11,4,4,60
task47_scenario4_68,in11,5,6,30
task48_scenario2_69,in11,4,5,60
task49_scenario2_70,in11,4,4,60
task50_scenario1_71,in11,15,15,70
task51_scenario2_72,in11,4,3,60
task52_scenario1_73,in11,15,15,70
task53_scenario1_74,in11,15,16,70
task54_scenario1_75,in11,15,14,70
task55_scenario1_76,in11,15,17,70
task56_scenario1_77,in11,15,17,70
task57_scenario1_79,in11,15,17,70
task58_scenario1_80,in11,15,15,70
task59_scenario1_82,in11,15,14,70
task60_scenario1_83,in11,15,14,70
task61_scenario2_84,in11,4,5,60
task62_scenario1_86,in11,15,15,70
task63_scenario2_87,in11,4,4,60
task64_scenario1_89,in11,15,15,70
task65_scenario1_90,in11,15,13,70
task66_scenario1_91,in11,15,16,70
task67_scenario2_92,in11,4,3,60
task68_scenario1_93,in11,15,14,70
task69_scenario2_94,in11,4,4,60
task70_scenario1_95,in11,15,13,70
task71_scenario2_96,in11,4,4,60
task72_scenario2_97,in11,4,4,60
task73_scenario1_98,in11,15,14,70
task74_scenario1_101,in11,15,15,70
task75_scenario1_102,in11,15,14,70
task76_scenario2_104,in11,4,2,60
task77_scenario1_105,in11,15,14,70
task78_scenario1_106,in11,15,14,70
task79_scenario2_108,in11,4,5,60
task80_scenario1_110,in11,15,15,70
task81_scenario3_111,in11,3,2,20
task82_scenario1_112,in11,15,17,70
task83_scenario2_113,in11,4,2,60
task84_scenario1_115,in11,15,13,70
task85_scenario2_116,in11,4,4,60
task86_scenario1_117,in11,15,15,70
task87_scenario1_118,in11,15,15,70
task88_scenario3_119,in11,3,1,20
task89_scenario4_120,in11,5,3,30
task90_scenario2_121,in11,4,4,60
task91_scenario4_122,in11,5,6,30
task92_scenario1_123,in11,15,14,70
task93_scenario1_124,in11,15,14,70
task94_scenario1_125,in11,15,13,70
task95_scenario2_127,in11,4,5,60
task96_scenario2_128,in11,4,5,60
task97_scenario1_132,in11,15,13,70
task98_scenario1_134,in11,15,15,70
